id,ticker,created_at,full_text_preprocessed,user.verified,favorite_count,retweet_count,quality,entities.symbols,num_cashtags,query_params
1511131058506506244,$GME,Mon Apr 04 23:58:14 +0000 2022,probably because he is a living legend and taking gme to the moon,False,1,0,False,"[{'text': 'GME', 'indices': [74, 78]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511129351344975876,$GME,Mon Apr 04 23:51:27 +0000 2022,she had a not so great week a couple weeks ago shes got a lot of school stuff going on is focused on it for now gotta stay she moved all of her remaining balance into gme go figure  amp is just sitting tight for now shell start trading again once summer comes around,False,0,0,False,"[{'text': 'GME', 'indices': [190, 194]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511128081213235204,$GME,Mon Apr 04 23:46:24 +0000 2022,an rplace gme story in four parts dont cry because its over smile because it happened dr seuss,False,109,13,True,"[{'text': 'GME', 'indices': [11, 15]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511127876774637571,$GME,Mon Apr 04 23:45:35 +0000 2022,no ones selling gme for  can we put a stop to spoofingbotting and illegal naked short selling,False,0,0,False,"[{'text': 'gme', 'indices': [19, 23]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511127433751281670,$GME,Mon Apr 04 23:43:50 +0000 2022,tweet you like the stock gme,False,0,0,False,"[{'text': 'GME', 'indices': [30, 34]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511126191113228293,$GME,Mon Apr 04 23:38:53 +0000 2022,whut is this spread in my tradingview gme,False,12,0,False,"[{'text': 'GME', 'indices': [43, 47]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511125541616852998,$GME,Mon Apr 04 23:36:19 +0000 2022,im long gme nincompoop,False,0,0,False,"[{'text': 'GME', 'indices': [32, 36]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511125490970546177,$GME,Mon Apr 04 23:36:07 +0000 2022,if hes still hard then im still hard gme,False,26,0,False,"[{'text': 'GME', 'indices': [40, 44]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511123804222750729,$GME,Mon Apr 04 23:29:24 +0000 2022,this should make everyone mad and if you support this bullshit youre a part of the problem mother fucker gme,False,1,0,False,"[{'text': 'GME', 'indices': [108, 112]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130963048386560,$TSLA,Mon Apr 04 23:57:51 +0000 2022,tsla is the long or short of our lifetime i dont fucking know which either  thank you and goodnight ,False,1,0,False,"[{'text': 'tsla', 'indices': [0, 5]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130468388950021,$TSLA,Mon Apr 04 23:55:53 +0000 2022,buying tsla on the dip at ,False,4,0,False,"[{'text': 'TSLA', 'indices': [21, 26]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130362281295872,$TSLA,Mon Apr 04 23:55:28 +0000 2022,doing on the streets all day hard to know how fast youre going its more than a  car very linear power delivery drive it if you can highly recommendedbest handling  fun evs taycan mini ev bmw i mrs etron gt tsla,False,4,0,False,"[{'text': 'TSLA', 'indices': [245, 250]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130342454792193,$TSLA,Mon Apr 04 23:55:23 +0000 2022,fun factor is off the chartsits between the taycan turbo amp the mini se ev for handling nimble fast handles on rails till you hit over mpg on curves then you feel the weightundersteer takes bumps really well smooth yet sporty tsla,False,2,0,False,"[{'text': 'TSLA', 'indices': [257, 262]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130323244834820,$TSLA,Mon Apr 04 23:55:19 +0000 2022,drove the i m fun amp exhilarating must driveso much torque that it was hard to keep traction on launch amp while driving not sure if you can hear the growl amp rumble on the launchit comes alive over mph definitely made for the autobahn tsla,False,6,0,False,"[{'text': 'TSLA', 'indices': [278, 283]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130293096239107,$TSLA,Mon Apr 04 23:55:11 +0000 2022,i love you guys so much youre the best friends a girl could ask for tsla,False,0,0,False,"[{'text': 'TSLA', 'indices': [122, 127]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511130292723060739,$TSLA,Mon Apr 04 23:55:11 +0000 2022,tsla make amazing profit in the shortest time possiblefastest payout system friendly live supportdont miss this opportunity click on the link and join,False,0,0,False,"[{'text': 'TSLA', 'indices': [0, 5]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131498296053767,$TWTR,Mon Apr 04 23:59:59 +0000 2022,twtr hope kills the short sellers on this one,False,1,0,False,"[{'text': 'TWTR', 'indices': [0, 5]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131484207579138,$TWTR,Mon Apr 04 23:59:55 +0000 2022,tesla offbalance sheet loans to fund twtr lbo till i die,False,0,0,False,"[{'text': 'TWTR', 'indices': [47, 52]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131456634040322,$TWTR,Mon Apr 04 23:59:49 +0000 2022,i bet you that all is planning to do at  is to just fire a few people and then offload twtr,False,0,0,False,"[{'text': 'TWTR', 'indices': [108, 113]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131310953099266,$TWTR,Mon Apr 04 23:59:14 +0000 2022,twtr time to give trump his account back,False,0,0,False,"[{'text': 'twtr', 'indices': [0, 5]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131308604502020,$TWTR,Mon Apr 04 23:59:14 +0000 2022,elon musk was named time magazine person of the year that means hes really influential  he can change things without directly touching them i think he will improve twtr in the long run this is a very interesting topic worth a continual conversation,False,1,0,False,"[{'text': 'TWTR', 'indices': [182, 187]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131243353714694,$TWTR,Mon Apr 04 23:58:58 +0000 2022,trying to imagine what a world with twitterlink may look like twtr,False,0,0,False,"[{'text': 'TWTR', 'indices': [66, 71]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131162227273733,$TWTR,Mon Apr 04 23:58:39 +0000 2022, twtr,False,3,0,False,"[{'text': 'TWTR', 'indices': [18, 23]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
1511131066928615433,$TWTR,Mon Apr 04 23:58:16 +0000 2022,probably the best founder the world has ever seen has spent fuckin billion  of his hard earned money to make the company better amp not a single congratulatorywelcome tweet welcoming him as a shareholder from jackparag nedwhat a bunch of clowns is twtr filled with ,False,7,0,False,"[{'text': 'TWTR', 'indices': [259, 264]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510769113282580484 until_date:2022-04-05 max_tweets:10
